name,id,minutes,ingredients,steps,category
now and later  vegetarian empanadas,38276,90,"['carrots', 'butter', 'onion', 'sliced mushrooms', 'zucchini', 'celery', 'green pepper', 'cloves', 'tomatoes', 'chili powder', 'ground cumin', 'oregano', 'cayenne pepper', 'flour', 'water', 'monterey jack cheese', 'salt', 'all-purpose flour', 'baking powder', 'vegetable shortening', 'soy sauce', 'egg']","['in a pot , cover carrots with water to cover', 'bring to a boil , then lower heat', 'simmer 10 minutes or until just tender', 'while simmering carrots , pour contents of can of tomatoes into a bowl and squish into little pieces with your hands', 'wash hands', 'blend chili powder , cumin , oregano , and cayenne into tomatoes', 'take the 2 tbs of flour and blend with 1 / 4 cup cold water in a small cup', 'pour this into tomato mixture and stir to blend', 'drain carrots , and cut into 3 / 4 in pieces', 'put both aside for now', 'melt butter on medium heat in a large fring pan', 'add onion , mushrooms , zucchini , celery , green pepper , and garlic and saute', 'stir continuously until onion is limp', 'stir tomato mixture into frying pan and bring to a simmer', 'cover and simmer for 2 or 3 minutes , then uncover and cook for about 5 minutes over med-high heat until liquid has evaporated', 'stir in carrots and cheese', 'salt to taste', 'when cheese has melted put pan in refrigerator to quickly cool vegetables', 'stir now and then to help cool faster', 'now , begin empanada crust', 'resift flour with baking powder in a bowl', 'quickly cut butter and shortening into bowl until it looks like a coarse meal', 'make a well in the center', 'add soy sauce and cold water together', 'stir vigorously with a fork until dough follows the fork around bowl', 'personal observation: the dough seems rather""frothy"" at this point', 'turn dough onto a lightly floured surface and knead gently for about 10 folds to remove stickyness', 'divide dough into 8 equal pieces', 'make into a ball and roll into an 8 inch circle', 'spoon about 3 / 4 cup vegetable filling onto center of circle', 'moisten edges of circle with water and bring together at top , pinching and fluting edges', 'mine looked like balls of dough and turned out fine', 'lift empanada onto ungreased cookie sheet', 'repeat until done', 'if you fill more than one cookie sheet put the full one in the refrigerator', 'when done , prick the top of each empanada with a fork and brush with egg and water mixture', 'if you are going to cook some of them right away , pre-heat oven to 400 and cook 25 to 30 minutes on an ungreased cookie sheet', 'take the ones for later and freeze uncovered on cookie sheet overnight', 'when frozen solid wrap in foil or put in freezer bags', 'label with instructions: bake uncovered in pre-heated 425 degree oven for 30 minutes', 'let cool some before serving']",vegetable
off the cob  freezer corn,97052,120,"['sweet corn', 'sweet butter', 'half-and-half', 'salt and pepper']","['preheat oven to 325f', 'shuck ears of corn', 'rinse to remove silks', 'place on paper towels to drain', 'using an angel food cake pan and electric knife , stand each ear on tube part of pan and cut corn off cob', 'your cuttings will fall neatly into the pan', 'as the cake pan fills , empty into large roaster pan', 'season with salt and pepper to your taste', 'cube butter and distribute onto corn in roaster pan', 'pour half and half throughout corn', 'roast for 1 hour , stirring gently every 15 minutes', 'allow to cool for half an hour', 'label freezer bags with contents , quantity and date', 'ladle into bags at portions suitable for your personal use', 'stack neatly in freezer for later use']",vegetable
one bowl  perfect pound cake,26835,70,"['all-purpose flour', 'sugar', 'salt', 'baking soda', 'lemon, rind of', 'vanilla', 'butter', 'yogurt', 'eggs']","['preheat oven to 325 degrees and grease and flour a tube or bundt pan', 'combine all ingredients in a large bowl and blend at low speed', 'beat 3 minutes at medium speed', 'pour into prepared pan', 'bake for 1 hour or until top springs back when touched lightly in center', 'cool in pan for about 15 minutes then remove and cool completely on rack', 'serve plain or glaze if you like']",fruit
open sesame  noodles,107229,28,"['vermicelli', 'rice vinegar', 'reduced sodium soy sauce', 'vegetable oil', 'fresh ginger', 'chili-garlic sauce', 'sesame oil', 'green onions', 'broccoli', 'cooked chicken', 'fresh cilantro', 'sesame seeds']","['cook pasta in salted water until al dente', 'drain', 'steam broccoli , set aside', 'whisk next 6 ingredients together in large serving bowl', 'add hot pasta', 'stir in onions , broccoli , and chicken', 'toss in cilantro', 'sprinkle on sesame seeds']",vegetable
pizza  stuffed potato,52443,25,"['baking potato', 'mozzarella cheese', 'tomato sauce', 'part-skim ricotta cheese', 'oregano leaves', 'garlic powder', 'parmesan cheese']","['preheat oven to 450 degrees', 'cut potato in half lengthwise', 'scoop out pulp from potato halves into a bowl , leaving 1 / 4-inch-thick shells', 'mash pulp and reserve shells', 'add 1 ounce mozzarella cheese , the tomato sauce , ricotta cheese , oregano and garlic powder to potato pulp and stir to combine', 'spoon half of potato mixture into each reserved shell', 'top each with half of the remaining mozzarella cheese and half of the parmesan cheese', 'set potato shells in 1-quart casserole and bake until thoroughly heated , about 10 minutes']",vegetable
pour over anything  mushroom gravy,35595,20,"['onion', 'mushroom pieces', 'sodium-free vegetable broth', 'tomato puree', 'cornstarch', 'white wine', 'black pepper', 'tabasco sauce']","['in a small saucepan , saut onion and mushrooms in a small amount oil', 'mix dissolved cornstarch into a cup of vegetable broth', 'slowly add to onions and mushrooms', 'add the other ingredients too', 'check the seasonings and cook gently until thickened', 'use on vegetables , over cooked rice or noodles , in casseroles , or over mashed potatoes']",vegetable
put down your fork   tuna and bean salad,108804,120,"['light olive oil', 'red wine vinegar', 'garlic', 'salt', 'fresh basil', 'black pepper', 'white kidney beans', 'albacore tuna in water', 'scallions', 'red sweet bell peppers', 'bibb lettuce']","['in salad bowl , combine oil , vinegar , garlic , salt , basil and black pepper', 'add beans , tuna , scallions and sweet pepper and toss', 'chill several hours for flavors to blend', 'to make a beautiful presentation , serve on a leaf of bibb lettuce']",vegetable
real  italian bolognese sauce,83950,160,"['bacon', 'onion', 'celery', 'carrot', 'garlic', 'butter', 'olive oil', 'lean ground beef', 'ground pork', 'beef consomme', 'dry white wine', 'crushed tomatoes', 'salt', 'black pepper', 'rubbed sage', 'oregano', 'red pepper flakes', 'nutmeg', 'milk', 'penne pasta']","['in a dutch oven or medium size pot , heat butter and olive oil over medium heat until butter begins to froth', 'add onion , celery , carrot , garlic , and bacon', 'cook until onions are translucent', 'remove bacon and remove fat', 'chop lean portions of bacon in small pieces and return to pot', 'add ground beef and ground pork , and cook until meat loses red , raw color', 'raise heat and add wine and consomme', 'cook sauce until wine and consomme are mostly evaporated', 'turn heat down to simmer and add oregano , salt , pepper , sage , red pepper flakes , and nutmeg', 'let cook for approximately 20 minutes', 'add crushed tomatoes and bring heat to a boil', 'once the mixture comes to a boil , return to simmer', 'let sauce simmer partially covered for about 2 to 4 hours , stirring occasionally to prevent sticking', 'about 5 to 10 minutes before serving , add milk', 'sauce can now be added to cooked penne pasta , spaghetti or many other pastas to your liking', 'remaining sauce may be frozen for up to two months for future use']",vegetable
red hot  applesauce,19208,135,"['apples', 'red cinnamon candies', 'sugar substitute', 'water']","[""core the apples , but it isn't necessary to peel them"", 'i like the texture of having the peels in the sauce', 'dice them very fine', 'tumble everything into a large pot and bring to a boil', ""reduce to the slowest simmer you can arrange on your stove so the sauce won't burn on the bottom of the pot"", 'cover , stirring occasionally , until you reach the consistency you want', 'the longer , the finer texture', 'i usually cook it about 3 hours']",fruit
rise and shine  german fruit pancake,71457,45,"['eggs', 'flour', 'milk', 'salt', 'butter', 'powdered sugar', 'apple pie filling', 'toasted almonds']","['preheat oven to 450 degrees', 'with an electric mixer or wire whisk , beat eggs until frothy', 'whisk in flour', 'stir in milk and salt', 'melt butter in a 10-inch oven-proof skillet', 'pour mixture into hot skillet and place in preheated oven', 'bake 15 minutes or until pancake is puffed and golden', 'the center will be shaped like a bowl', 'remove from oven', 'fill with fruit , dust with powdered sugar and sprinkle with almonds', 'serve immediately']",fruit
say what   banana sandwich,95926,5,"['white bread', 'mayonnaise', 'bananas']","['spread a tablespoon on one side of each slice on bread', 'peel and cut the bananas into 1 / 4-inch round slices', 'lay the slices on two of the slices of bread and then top with the other half', 'enjoy !']",fruit
smells like sunday  chicken fricassee with meatballs,103948,90,"['boneless skinless chicken thighs', 'all-purpose flour', 'salt', 'fresh ground black pepper', 'dried oregano', 'dried thyme', 'garlic powder', 'vegetable oil', 'onion', 'chicken stock', 'dry white wine', 'breadcrumbs', 'milk', 'lean ground beef', 'poultry seasoning']","['first of all make the meatballs by combining all the meatball ingredients in a bowl , mixing well', 'shape mixture into 1 1 / 2 inch balls and brown in a single layer in the oil , over medium high heat , turning occasionally , until well browned on all sides , about 7 to 8 minutes', 'alternatively meatballs can be browned in a hot oven', 'remove from the skillet and drain on paper towels', 'wipe the skillet clean', 'wash chicken and pat dry', 'in a shallow bowl , combine the 3 / 4 cup flour , seasonings and mix well', 'dredge the chicken in this mixture to coat , shaking off any excess flour', 'in skillet , heat oil over medium high heat until hot but not smoking', 'add the chicken and brown on all sides about 4 minutes per side', 'remove and set aside', 'pour off the oil from the skillet , leaving only a thin layer', 'add the chopped onion and saute over medium high heat until tender and lightly browned , about 8 minutes', 'stir in the 2 tsp flour and mix well', 'add the stock and wine , stirring gently to blend', 'cook until thickened', 'return the chicken and meatballs to skillet', 'cover and braise over moderate heat , stirring occasionally , for 45 minutes until chicken and meatballs are cooked through', 'adjust seasoning and serve with rice or little noodles', 'alternatively , chicken , meatballs and sauce can be layered in a covered casserole and cooked in a slow oven for several hours']",vegetable
some like it hot,64045,70,"['onion', 'garlic', 'ground coriander', 'ground cumin', 'red chili pepper', 'peanut oil', 'carrots', 'green beans', 'tomatoes', 'vegetable stock', 'bean sprouts', 'tempeh', 'soy sauce', 'ground cayenne pepper', 'sambal oelek', 'ginger', 'brown sugar', 'water', 'desiccated coconut', 'peanuts']","['start with the topping , in a frying pan , dry fry the coconut and peanuts until golden brown , tossing it so it wont burn , remove from the pan and let cool', 'mix together the soy sauce , cayenne , sambal , ginger , sugar , garlic and water , set aside , you will use this after you fried the tempeh', 'in a wok or frying pan , heat the tablespoon of oil , fry the onion and garlic for one minute , add the coriander , cumin and if you use them the chili peppers , fry this for two minutes', 'add the carrots , beans and tomatoes , fry until you see the tomatoes going soft , add the stock , bring to the boil and simmer for about 10 minutes', 'heat the oil in a frying pan large enough to hold the tempeh strips in one layer', 'fry the tempeh until golden , it will soak up the oil , this is normal', 'lower the heat when you see them starting to color but fry for a few minutes more , add the soy mix , stir to coat and add to the vegetables , mix', 'by now the tomatoes should have made a sauce and have dissolved', 'taste to see if you want to add more sambal and / or sugar', 'now add the bean sprouts , cook further until you see them go limp', 'transfer to serving dish , sprinkle with 2 tablespoons of the coconut and peanut mixture , serve with rice and the remaining topping on the side']",vegetable
